index,Long,Lat,UTM_X,UTM_Y,status
0,127.07743219999999,37.5457878,330159.62971849885,4157158.0289518167,2
1,127.07743219999999,37.5457878,330159.62971849885,4157158.0289518167,2
2,127.07743219999999,37.5457878,330159.62971849885,4157158.0289518167,2
3,127.07743219999999,37.5457877,330159.6294915187,4157158.017855844,2
4,127.07743219999999,37.5457878,330159.62971849885,4157158.0289518167,2
5,127.07743219999999,37.5457878,330159.62971849885,4157158.0289518167,2
6,127.07743219999999,37.5457877,330159.6294915187,4157158.017855844,2
7,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
8,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
9,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
10,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
11,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
12,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
13,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
14,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
15,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
16,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
17,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
18,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
19,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
20,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
21,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
22,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
23,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
24,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
25,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
26,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
27,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
28,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
29,127.0774323,37.5457879,330159.6387803778,4157158.039867061,2
30,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
31,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
32,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
33,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
34,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
35,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
36,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
37,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
38,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
39,127.0774323,37.5457878,330159.6385533977,4157158.028771089,2
40,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
41,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
42,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
43,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
44,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
45,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
46,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
47,127.07743239999999,37.5457879,330159.6476152766,4157158.0396863334,2
48,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
49,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
50,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
51,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
52,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
53,127.07743239999999,37.5457878,330159.6473882965,4157158.0285903616,2
