index,Long,Lat,UTM_X,UTM_Y,status
0,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
1,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
2,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
3,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
4,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
5,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
6,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
7,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
8,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
9,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
10,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
11,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
12,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
13,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
14,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
15,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
16,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
17,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
18,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
19,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
20,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
21,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
22,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
23,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
24,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
25,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
26,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
27,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
28,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
29,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
30,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
31,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
32,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
33,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
34,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
35,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
36,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
37,127.0754456,37.5431739,329978.1765951576,4156871.5834783847,2
38,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
39,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
40,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
41,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
42,127.0754456,37.5431739,329978.1765951576,4156871.5834783847,2
43,127.07544569999999,37.543174,329978.1856575693,4156871.594393445,2
44,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
45,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
46,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
47,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
48,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
49,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
50,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
51,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
52,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
53,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
54,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
55,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
56,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
57,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
58,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
59,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
60,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
61,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
62,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
63,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
64,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
65,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
66,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
67,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
68,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
69,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
70,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
71,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
72,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
73,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
74,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
75,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
76,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
77,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
78,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
79,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
80,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
81,127.0754458,37.5431739,329978.1942655784,4156871.583116565,2
82,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
83,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
84,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
85,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
86,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
87,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
88,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
89,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
90,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
91,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
92,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
93,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
94,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
95,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
96,127.0754456,37.5431739,329978.1765951576,4156871.5834783847,2
97,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
98,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
99,127.07544569999999,37.5431739,329978.185430368,4156871.5832974752,2
100,127.07544569999999,37.543174,329978.1856575693,4156871.594393445,2
101,127.07544569999999,37.543174,329978.1856575693,4156871.594393445,2
