message;severity;node;stamp;location
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022825.059347370";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 31";"20";"cone_slam";"1753022825.058772404";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Publishing transforms (call #700)";"20";"dummy_publisher";"1753022824.939090800";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 30 with 6 cone observations";"20";"cone_slam";"1753022824.807324763";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022824.807292575";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 30";"20";"cone_slam";"1753022824.806536143";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 29 with 7 cone observations";"20";"cone_slam";"1753022824.609354174";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022824.609324711";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 29";"20";"cone_slam";"1753022824.607472675";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 28 with 9 cone observations";"20";"cone_slam";"1753022824.359561117";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022824.359534649";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 28";"20";"cone_slam";"1753022824.358867087";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 27 with 7 cone observations";"20";"cone_slam";"1753022824.108520342";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022824.108486281";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 27";"20";"cone_slam";"1753022824.107561976";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 7 cones";"20";"cone_slam";"1753022824.107263038";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Publishing transforms (call #600)";"20";"dummy_publisher";"1753022823.928867100";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 26 with 9 cone observations";"20";"cone_slam";"1753022823.859143073";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022823.859117497";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 26";"20";"cone_slam";"1753022823.858497330";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 25 with 7 cone observations";"20";"cone_slam";"1753022823.660184958";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022823.660159923";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 25";"20";"cone_slam";"1753022823.659591570";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 24 with 9 cone observations";"20";"cone_slam";"1753022823.459437742";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022823.459412717";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 24";"20";"cone_slam";"1753022823.458835237";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 23 with 6 cone observations";"20";"cone_slam";"1753022823.259733443";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022823.259702427";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 23";"20";"cone_slam";"1753022823.259062925";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 22 with 7 cone observations";"20";"cone_slam";"1753022823.059627051";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022823.059592118";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 22";"20";"cone_slam";"1753022823.058871089";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 7 cones";"20";"cone_slam";"1753022823.058714167";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Publishing 30 landmarks";"20";"cone_slam";"1753022823.056997294";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:462"
"Current pose: x=54.55, y=12.49, theta=-0.01";"20";"cone_slam";"1753022822.957850999";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:534"
"Publishing 193 factors";"20";"cone_slam";"1753022822.957646010";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:474"
"Publishing transforms (call #500)";"20";"dummy_publisher";"1753022822.919067891";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 21 with 8 cone observations";"20";"cone_slam";"1753022822.808508355";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022822.808428411";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 21";"20";"cone_slam";"1753022822.807322459";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 20 with 8 cone observations";"20";"cone_slam";"1753022822.608967904";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022822.608913306";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 20";"20";"cone_slam";"1753022822.607702235";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Publishing 20 keyframes";"20";"cone_slam";"1753022822.459065852";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:554"
"Added keyframe 19 with 10 cone observations";"20";"cone_slam";"1753022822.409276622";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022822.409244884";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 19";"20";"cone_slam";"1753022822.407789343";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 18 with 8 cone observations";"20";"cone_slam";"1753022822.208879087";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022822.208841970";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 18";"20";"cone_slam";"1753022822.207640226";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 7 cones";"20";"cone_slam";"1753022822.008409463";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Added keyframe 17 with 7 cone observations";"20";"cone_slam";"1753022821.959146393";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022821.959120036";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 17";"20";"cone_slam";"1753022821.958558925";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Publishing transforms (call #400)";"20";"dummy_publisher";"1753022821.910123857";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 16 with 9 cone observations";"20";"cone_slam";"1753022821.707450037";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022821.707397372";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 16";"20";"cone_slam";"1753022821.706658532";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 15 with 8 cone observations";"20";"cone_slam";"1753022821.459586494";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022821.459548916";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 15";"20";"cone_slam";"1753022821.458975012";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 14 with 8 cone observations";"20";"cone_slam";"1753022821.208238795";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022821.208204824";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 14";"20";"cone_slam";"1753022821.207165092";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 7 cones";"20";"cone_slam";"1753022821.006988709";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Added keyframe 13 with 8 cone observations";"20";"cone_slam";"1753022820.957790340";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022820.957757601";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 13";"20";"cone_slam";"1753022820.956998404";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Publishing transforms (call #300)";"20";"dummy_publisher";"1753022820.897671875";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 12 with 8 cone observations";"20";"cone_slam";"1753022820.759699967";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022820.759677987";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 12";"20";"cone_slam";"1753022820.759095758";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 11 with 7 cone observations";"20";"cone_slam";"1753022820.509285135";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022820.509251534";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 11";"20";"cone_slam";"1753022820.508374845";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 10 with 7 cone observations";"20";"cone_slam";"1753022820.257815713";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022820.257785579";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 10";"20";"cone_slam";"1753022820.256847109";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 9 with 8 cone observations";"20";"cone_slam";"1753022820.007636836";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022820.007604989";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 9";"20";"cone_slam";"1753022820.006855369";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 9 cones";"20";"cone_slam";"1753022819.958368313";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Publishing transforms (call #200)";"20";"dummy_publisher";"1753022819.887804763";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 8 with 7 cone observations";"20";"cone_slam";"1753022819.808160400";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022819.808093009";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 8";"20";"cone_slam";"1753022819.807277781";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 7 with 8 cone observations";"20";"cone_slam";"1753022819.558948611";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022819.558918256";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 7";"20";"cone_slam";"1753022819.558245795";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 6 with 9 cone observations";"20";"cone_slam";"1753022819.357802438";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022819.357754371";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 6";"20";"cone_slam";"1753022819.356883533";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 5 with 8 cone observations";"20";"cone_slam";"1753022819.108274900";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022819.108235610";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 5";"20";"cone_slam";"1753022819.107450125";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 9 cones";"20";"cone_slam";"1753022818.957948787";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Publishing transforms (call #100)";"20";"dummy_publisher";"1753022818.880799101";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:556"
"Added keyframe 4 with 7 cone observations";"20";"cone_slam";"1753022818.858430672";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022818.858367508";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 4";"20";"cone_slam";"1753022818.857243995";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 3 with 7 cone observations";"20";"cone_slam";"1753022818.607759180";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022818.607731019";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 3";"20";"cone_slam";"1753022818.606709370";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 2 with 9 cone observations";"20";"cone_slam";"1753022818.408521537";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022818.408481285";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 2";"20";"cone_slam";"1753022818.407420164";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Added keyframe 1 with 7 cone observations";"20";"cone_slam";"1753022818.157751548";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022818.157696679";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 1";"20";"cone_slam";"1753022818.156792010";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Current pose: x=30.06, y=12.73, theta=0.02";"20";"cone_slam";"1753022817.957770329";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:534"
"Publishing 11 factors";"20";"cone_slam";"1753022817.957566632";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:474"
"Publishing 7 landmarks";"20";"cone_slam";"1753022817.957390114";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:462"
"Added keyframe 0 with 7 cone observations";"20";"cone_slam";"1753022817.908654548";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:239"
"ConeMapping::add_keyframe returned";"20";"cone_slam";"1753022817.908629423";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:213"
"About to call ConeMapping::add_keyframe for frame 0";"20";"cone_slam";"1753022817.907963193";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:210"
"Received cone detection with 7 cones";"20";"cone_slam";"1753022817.907584631";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:cone_callback:160"
"Odom->base_link transform - X: 30.00, Y: 12.50, Theta: 0.00";"20";"dummy_publisher";"1753022817.879181066";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:publish_transforms:610"
"Timer callbacks created successfully";"20";"dummy_publisher";"1753022817.877671448";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:507"
"publish_map_to_odom: False";"20";"dummy_publisher";"1753022817.877385092";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:506"
"Initial vehicle state - X: 30.00, Y: 12.50, Theta: 0.00";"20";"dummy_publisher";"1753022817.877097264";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:505"
"Publishing rates - Cones: 20.0Hz, IMU: 100.0Hz, Odom: 100.0Hz";"20";"dummy_publisher";"1753022817.876778219";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:504"
"[DUMMY_GPS] GPS simulation enabled";"20";"dummy_publisher";"1753022817.876478409";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:501"
"[DUMMY_MODE] Running in mode: simulation";"20";"dummy_publisher";"1753022817.876193787";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:499"
"Odometry simulation: ENABLED";"20";"dummy_publisher";"1753022817.875902993";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:498"
"Dummy publisher initialized (refactored version)";"20";"dummy_publisher";"1753022817.875583027";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:497"
"Using Scenario 2: Formula Student track";"20";"dummy_publisher";"1753022817.801186244";"/home/user1/ROS2_Workspace/ros2_ws/install/cone_stellation/lib/cone_stellation/dummy_publisher_node.py:__init__:406"
"Publishing 0 keyframes";"20";"cone_slam";"1753022817.457407554";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:visualization_callback:554"
"Inter-landmark factors: ENABLED";"20";"cone_slam";"1753022817.357185949";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:ConeSLAMNode:104"
"ConeSLAM node initialized";"20";"cone_slam";"1753022817.357142531";"/home/user1/ROS2_Workspace/ros2_ws/src/cone_stellation/src/cone_stellation/ros/cone_slam_node.cpp:ConeSLAMNode:103"
